107288164,uncharacterized LOC107288164
107288693,Fanconi anemia complementation group D2
107288694,ER membrane protein complex subunit 3
107288695,glutathione peroxidase 1-like
107288696,TRAF interacting protein
107289342,uncharacterized LOC107289342
107289750,adenylate kinase 6
107289753,family with sequence similarity 151 member B
107289824,ubiquitin C-terminal hydrolase L5
107289825,regulator of G-protein signaling 2
107289826,regulator of G-protein signaling 13
107289827,regulator of G-protein signaling 1
107290171,alpha-actinin-2
107292545,cytosolic Fe-S cluster assembly factor NARFL-like
107292546,4-aminobutyrate aminotransferase
107292547,transmembrane protein 114
107294081,caM kinase-like vesicle-associated protein
107296474,60S ribosomal protein L13a
107296510,fatty acyl-CoA reductase 1-like
107296511,coiled-coil domain-containing protein 91-like
107296512,microfibrillar associated protein 3
107296513,family with sequence similarity 114 member A2
107296515,LON peptidase N-terminal domain and RING finger protein 1-like
107296517,fms related tyrosine kinase 4
107296518,ADAM metallopeptidase with thrombospondin type 1 motif 9
107297398,"CWF19-like 2, cell cycle control (S. pombe)"
107298008,"ATP-binding cassette sub-family B member 6, mitochondrial-like"
107298009,5'-AMP-activated protein kinase subunit gamma-1-like
107298099,protein KIAA0100-like
107298721,membrane-spanning 4-domains subfamily A member 4A-like
107299074,erythroblast NAD(P)(+)--arginine ADP-ribosyltransferase-like
107299356,protein argonaute-2-like
107299645,gamma-synuclein-like
107301100,paired box protein Pax-7-like
107301101,lysosomal alpha-glucosidase-like
107301102,immunoglobulin superfamily containing leucine-rich repeat protein-like
107301105,RNA polymerase-associated protein LEO1-like
107301106,coagulation factor VIII-like
107301107,55 kDa erythrocyte membrane protein-like
107301108,mannan-binding lectin serine protease 2-like
107301406,epithelial cell-transforming sequence 2 oncogene-like
107302127,nuclear factor related to kappa-B-binding protein-like
107302366,mitochondrial ribosomal protein L30
107302900,zinc finger protein 704
107302902,mitochondrial ribosomal protein L53
107302903,myelin P2 protein-like
107302909,charged multivesicular body protein 4C
107303079,male-specific lethal 1 homolog (Drosophila)
107303287,kelch like family member 13
107285210,ankyrin repeat domain 46
107285211,"chromosome unknown open reading frame, human C1orf43"
107285212,ribosomal protein S27
107285213,"RAB13, member RAS oncogene family"
107285214,"solute carrier family 39 (zinc transporter), member 1"
107285215,CREB regulated transcription coactivator 2
107285216,protein S100-A6-like
107285217,protein S100-A16-like
107285218,protein S100-A16-like
107285219,protein S100-A14-like
107286000,ALS2 C-terminal like
107286001,transmembrane inner ear
107286002,parathyroid hormone 1 receptor
107286003,neurobeachin like 2
107286004,death domain-containing membrane protein NRADD-like
107286005,SET domain containing 2
107286006,kinesin family member 9
107286007,galectin-1-like
107286008,kelch like family member 18
107286009,"IBA57 homolog, iron-sulfur cluster assembly"
107287724,aldehyde dehydrogenase 18 family member A1
107287725,"short chain dehydrogenase/reductase family 42E, member 1"
107288697,glutathione peroxidase 1-like
107289018,thymosin beta-12-like
107293140,wingless-type MMTV integration site family member 16
107293141,inhibitor of growth family member 3
107293142,hyaluronidase
107293143,tetraspanin 12
107293144,ectonucleoside triphosphate diphosphohydrolase 4
107293145,solute carrier family 25 member 37
107293146,NK3 homeobox 1
107293147,stanniocalcin 1
107293148,leucine zipper protein 2
107293149,la-related protein 4B-like
107293638,ribosomal protein SA
107293639,somatomedin-B and thrombospondin type-1 domain-containing protein-like
107295613,glutamate-cysteine ligase modifier subunit
107295713,family with sequence similarity 110 member D
107297640,bromodomain containing 2
107297641,protein FAM171A2-like
107297642,carcinoembryonic antigen-related cell adhesion molecule 6-like
107297643,vacuolar fusion protein MON1 homolog B-like
107297646,"brain and acute leukemia, cytoplasmic"
107297647,frizzled class receptor 6
107297701,5-methyltetrahydrofolate-homocysteine methyltransferase reductase
107297702,SH3 domain-binding glutamic acid-rich-like protein
107297703,interleukin 10
107297704,mitogen-activated protein kinase-activated protein kinase 2
107297706,RNA binding motif protein 19
107297707,T-box 3
107297708,T-box 5
107297709,signal transducer and activator of transcription 5B-like
107298852,B-cell scaffold protein with ankyrin repeats 1
107298853,V-set and transmembrane domain containing 5
107298854,uncharacterized LOC107298854
107299258,rho GTPase-activating protein 33-like
107299644,C-X-C motif chemokine ligand 14
107299647,cysteine/histidine-rich 1
107299838,ubiquitin-associated protein 2-like
107300873,metaxin-3-like
107283740,antizyme inhibitor 2
107283741,NADH:ubiquinone oxidoreductase subunit S5
107283742,MYCBP associated protein
107283743,"5'-nucleotidase, cytosolic IA"
107283744,hippocalcin like 4
107283745,protein FAM49A-like
107283746,v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog
107283747,eva-1 homolog B (C. elegans)
107283748,serine/threonine kinase 40
107283749,"LSM10, U7 small nuclear RNA associated"
107284160,component of oligomeric golgi complex 4
107284161,lysosomal protective protein-like
107284162,"HYDIN, axonemal central pair apparatus protein"
107284163,G patch domain-containing protein 4-like
107284164,glutamic-oxaloacetic transaminase 2
107284165,solute carrier family 38 member 7
107284166,KIAA0895-like ortholog
107284167,lecithin-cholesterol acyltransferase
107284168,family with sequence similarity 96 member B
107284169,ATPase H+ transporting V0 subunit d1
107288165,uncharacterized LOC107288165
107288167,AFG3 like matrix AAA peptidase subunit 2
107289755,uncharacterized LOC107289755
107290792,cyclin-dependent kinase 3
107292002,"dynein, axonemal, heavy chain 8"
107293447,"family with sequence similarity 199, X-linked"
107294464,photoreceptor outer segment membrane glycoprotein 2-like
107294465,tau tubulin kinase 2
107295279,olfactory receptor 14A16-like
107295321,cathepsin L1-like
107295460,inositol-tetrakisphosphate 1-kinase
107295461,chromogranin A
107295462,Cas scaffolding protein family member 4
107295463,cleavage stimulation factor subunit 1-like
107295464,transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
107295465,glucosaminyl (N-acetyl) transferase family member 7
107297042,integrin subunit alpha V
107297992,KH-type splicing regulatory protein
107297994,transcription elongation factor A2
107298582,PRKR interacting protein 1 (IL11 inducible)
107299253,olfactory receptor 1019-like
107299642,mutS homolog 3
107299643,dedicator of cytokinesis 10
107300819,transcription termination factor 2-like
107300877,set1/Ash2 histone methyltransferase complex subunit ASH2-like
107300972,cell adhesion molecule 3-like
107301322,uncharacterized LOC107301322
107301325,mitochondrial fission regulator 2-like
107301326,SH3 domain-binding protein 1-like
107301327,collagen alpha-1(XVIII) chain-like
107301926,autophagy-related protein 2 homolog A-like
107302121,transcription factor Dp-1-like
107302130,zinc finger protein 502-like
107302132,membrane associated ring-CH-type finger 4
107302136,uncharacterized LOC107302136
107303083,cell division cycle 6
107303084,retinoic acid receptor alpha
107303085,topoisomerase (DNA) II alpha
107282830,KIAA1462 ortholog
107282831,supervillin
107282832,Rho GTPase activating protein 12
107282833,zinc finger E-box binding homeobox 1
107282835,threonine synthase like 1
107282836,G protein-coupled receptor 158
107282837,glutamate decarboxylase 2
107282838,amyloid beta precursor protein binding family B member 1 interacting protein
107282839,mohawk homeobox
107284570,CUB and sushi domain-containing protein 1
107284571,5-hydroxytryptamine receptor 1A
107284573,regulator of G-protein signaling 7 binding protein
107284574,family with sequence similarity 150 member B
107284575,SH3 and SYLF domain containing 1
107284576,plexin C1
107284577,family with sequence similarity 110 member C
107284578,F-box protein 25
107284579,testis development related protein
107287846,ceramide synthase 6
107287848,adenylate cyclase 1 (brain)
107287849,ribonuclease H1-like
107288162,uncharacterized LOC107288162
107288163,"histone H2A, sperm-like"
107288559,caspase-1-like
107289013,kelch like family member 3
107293048,Na+/K+ transporting ATPase interacting 1
107293750,doublecortin domain containing 1
107293751,paired box 6
107295002,adrenoceptor alpha 1A
107295003,BCL2/adenovirus E1B 19kDa interacting protein 3-like
107295092,matrix metallopeptidase 14
107295094,cilia and flagella associated protein 99
107295096,leucine-rich repeats and immunoglobulin-like domains 1
107295097,S-adenosylmethionine mitochondrial carrier protein-like
107295721,sec1 family domain containing 2
107295722,factor interacting with PAPOLA and CPSF1
107295723,zinc finger protein 593
107295726,SRY-box 5
107296282,sarcoglycan beta
107296283,defective in cullin neddylation 1 domain containing 4
107296284,sulfotransferase 1C2-like
107296285,RNA-binding protein FUS-like
107296286,histone acetyltransferase KAT8-like
107296287,zinc finger protein OZF-like
107296288,"tripartite motif containing 72, E3 ubiquitin protein ligase"
107296289,integrin alpha-D-like
107298126,"tyrosine kinase, non-receptor, 2"
107298127,plexin B1
107299430,uncharacterized LOC107299430
107299432,protein kinase cAMP-dependent type II regulatory subunit beta
107299433,protocadherin beta-16-like
107299434,HMG-box transcription factor 1
107299435,conserved oligomeric Golgi complex subunit 5-like
107299436,zinc finger protein 665-like
107299438,solute carrier family 12 member 5-like
107299439,"solute carrier family 12 (potassium/chloride transporter), member 5"
107300500,protein phosphatase 1 regulatory subunit 37
107300603,transmembrane protein 62-like
107300609,rab11 family-interacting protein 4-like
107300974,cholinergic receptor nicotinic alpha 5 subunit
107284572,ring finger protein 180
107288161,AF4/FMR2 family member 3-like
107288556,microfibrillar associated protein 5
107288557,"chromosome unknown open reading frame, human C3orf18"
107289012,TSC22 domain family member 2
107289828,regulator of G-protein signaling 18
107291172,"G elongation factor, mitochondrial 2"
107291173,hexosaminidase subunit beta
107291174,family with sequence similarity 169 member A
107291175,"NSA2, ribosome biogenesis homolog"
107291176,"glucosaminyl (N-acetyl) transferase 4, core 2"
107291177,3-hydroxy-3-methylglutaryl-CoA reductase
107291178,N-acylethanolamine acid amidase
107291179,collagen type IV alpha 3 binding protein
107291390,peptidylprolyl isomerase H
107291391,OTU deubiquitinase 3
107291392,mitochondrial E3 ubiquitin protein ligase 1
107291394,ATP-dependent RNA helicase DDX19A
107291395,UBX domain protein 10
107291396,transmembrane protein 51
107291397,family with sequence similarity 193 member B
107291398,docking protein 3
107291399,proline rich 7 (synaptic)
107293200,glycine receptor alpha 1
107293754,elongator acetyltransferase complex subunit 4
107293755,uncharacterized LOC107293755
107293757,uncharacterized LOC107293757
107294428,U4/U6 small nuclear ribonucleoprotein Prp31-like
107294429,"NACHT, LRR and PYD domains-containing protein 3-like"
107294517,vomeronasal type-2 receptor 26-like
107294545,fucosyltransferase 4
107297060,SMG1 phosphatidylinositol 3-kinase-related kinase
107298110,signal-regulatory protein beta-1 isoform 3-like
107299254,olfactory receptor 5V1-like
107299255,kremen protein 2-like
107299257,"dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A-like"
107299761,intermediate filament family orphan 2-like
107299947,uncharacterized LOC107299947
107300801,acetyl-CoA carboxylase-like
107301139,pre-mRNA-splicing factor RBM22-like
107301350,V-type proton ATPase subunit S1-like
107301353,serum amyloid P-component-like
107301354,notch 3
107301355,serum amyloid P-component-like
107301356,estradiol 17-beta-dehydrogenase 8-like
107301357,myotonin-protein kinase-like
107301358,uncharacterized LOC107301358
107301359,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2-like
107301483,BRISC and BRCA1-A complex member 1-like
107302129,NAD kinase-like
107302346,olfactory receptor 1019-like
107302347,alkaline ceramidase 1-like
107302483,steroid 5 alpha-reductase 2
107302690,latexin
107302691,ovocalyxin-32-like
107302692,major facilitator superfamily domain containing 1
107302696,tripartite motif containing 59
107303087,tensin 4
107285020,"keratin, type II cytoskeletal 5-like"
107285021,cholinergic receptor nicotinic epsilon subunit
107285022,proteasome subunit beta 6
107285023,vitelline membrane outer layer 1 homolog (chicken)
107285024,transmembrane 4 L six family member 5
107285025,zinc finger MYND-type containing 15
107285026,serine protease 55-like
107285027,mediator complex subunit 11
107285028,forkhead box F2
107285029,"chromosome unknown open reading frame, human C17orf49"
107286630,olfactory receptor 2D3-like
107286631,receptor interacting serine/threonine kinase 3
107286632,leukotriene B4 receptor
107286633,leukotriene B4 receptor 2-like
107286634,protein kinase AMP-activated catalytic subunit alpha 2
107286635,"chromosome unknown open reading frame, human C1orf168"
107286636,centrosomal protein 131kDa
107286637,barttin CLCNK type accessory beta subunit
107286638,proprotein convertase subtilisin/kexin type 9
107286639,ubiquitin specific peptidase 24
107288045,membrane primary amine oxidase-like
107288047,membrane primary amine oxidase-like
107291170,"ETS proto-oncogene 1, transcription factor"
107291171,potassium voltage-gated channel subfamily J member 1
107291410,cytochrome P450 2J2-like
107291411,cytochrome P450 2J2-like
107291412,adaptor related protein complex 2 mu 1 subunit
107291413,cytochrome P450 2J5-like
107291414,cytochrome P450 2J2-like
107291415,cytochrome P450 2K1-like
107291416,cytochrome P450 2J2-like
107291417,cytochrome P450 2J5-like
107292150,chitinase domain containing 1
107292151,neuronal pentraxin-1-like
107292153,ATP-sensitive inward rectifier potassium channel 14-like
107292154,cytohesin-2
107292156,leucine rich repeat containing 1
107292157,kelch like family member 31
107292158,glutamate-cysteine ligase catalytic subunit
107292159,ELOVL fatty acid elongase 5
107292856,zinc finger protein 501-like
107292857,zinc finger protein 501-like
107292858,pantothenate kinase 3
107292859,SH3-binding domain protein 5-like
107293492,epoxide hydrolase 2
107293493,beaded filament structural protein 2
107293820,leucine zipper transcription factor like 1
107293821,3-hydroxyacyl-CoA dehydratase 4
107293822,focadhesin
107293823,SHC (Src homology 2 domain containing) transforming protein 3
107293825,sphingosine-1-phosphate receptor 3
107293826,nucleoredoxin-like 2
107293827,spindlin 1
107293829,SECIS binding protein 2
107295004,"protein phosphatase 2 regulatory subunit B, alpha"
107295327,phosphoacetylglucosamine mutase-like
107298120,"succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial-like"
107298121,enkurin-like
107302348,eukaryotic translation initiation factor 4H
107302698,"protein phosphatase, Mg2+/Mn2+ dependent 1L"
107282240,R3H domain containing 4
107282241,AT-rich interaction domain 3A
107282242,ring finger protein 126
107282243,polymerase (RNA) II subunit E
107282244,calponin 2
107282245,"cactin, spliceosome C complex subunit"
107282246,fizzy/cell division cycle 20 related 1
107282247,BCL2 associated transcription factor 1
107282248,GRAM domain-containing protein 3-like
107282249,deoxyhypusine hydroxylase/monooxygenase
107288160,ring finger protein 149
107288890,"thymidine kinase 2, mitochondrial"
107288891,chemokine-like factor
107288892,cadherin 5
107288893,par-6 family cell polarity regulator alpha
107288894,uncharacterized oxidoreductase C663.06c-like
107288895,estradiol 17-beta-dehydrogenase 2-like
107288896,uroporphyrinogen III synthase
107288897,translin-associated factor X interacting protein 1
107288898,centromere protein T
107288899,THAP domain containing 11
107290420,two pore calcium channel protein 1-like
107290421,uncharacterized LOC107290421
107290422,peptidase domain containing associated with muscle regeneration 1
107290423,CD44 molecule (Indian blood group)
107290424,pyruvate dehydrogenase complex component X
107290425,"solute carrier family 1 (glial high affinity glutamate transporter), member 2"
107290426,mitogen-activated protein kinase kinase kinase MLT
107290427,secreted phosphoprotein 1
107290428,dentin sialophosphoprotein-like
107290429,nudix hydrolase 9
107290617,forkhead box K1
107293498,phosphoinositide-3-kinase-interacting protein 1-like
107293499,hepatocyte nuclear factor 1-alpha-like
107294459,transmembrane protein 63B
107294469,listerin E3 ubiquitin protein ligase 1
107294542,Rho family GTPase 3
107294543,kelch-like protein 12
107296644,EPH receptor B3
107296645,E3 ubiquitin-protein ligase TRIM39-like
107298440,kelch like family member 15
107298441,"additional sex combs like 1, transcriptional regulator"
107298442,nucleolar protein 4-like
107298443,acyl-CoA thioesterase 8
107298444,neuralized E3 ubiquitin protein ligase 2
107298445,cathepsin A
107298446,phospholipid transfer protein
107298447,sorting nexin family member 21
107298448,osteocrin
107298449,beta-catenin-like protein 1
107298620,zinc finger protein 398-like
107298624,syndecan 3
107298625,DEAH-box helicase 15
107298626,"keratin, type II cytoskeletal 5-like"
107298627,"keratin, type II cytoskeletal 6A-like"
107298629,zinc finger protein 850-like
107299512,prolyl 3-hydroxylase 2-like
107299944,"coagulation factor III, tissue factor"
107300814,fibroleukin-like
107300815,serine/arginine-rich splicing factor 2
107282176,YjeF N-terminal domain containing 3
107282177,cartilage intermediate layer protein 2
107282179,GIPC PDZ domain containing family member 3
107282790,homeobox A2
107282791,homeobox A3
107282792,homeobox A5
107282793,homeobox A6
107282794,homeobox A9
107282795,homeobox A10
107282796,homeobox A11
107282797,BRI3 binding protein
107282798,homeobox A13
107282799,even-skipped homeobox 1
107284080,peptidase D
107284081,LSM14A mRNA processing body assembly factor
107284082,ubiquitin like modifier activating enzyme 2
107284083,glucose-6-phosphate isomerase
107284084,KIAA0355 ortholog
107284085,U6 snRNA biogenesis 1
107284086,cilia and flagella associated protein 20
107284087,casein kinase 2 alpha 2
107284089,potassium channel tetramerization domain containing 15
107284370,"SEC22 homolog C, vesicle trafficking protein"
107284371,acetyl-CoA acyltransferase 1
107284373,uncharacterized LOC107284373
107284375,glutamate decarboxylase like 1
107284376,CKLF like MARVEL transmembrane domain containing 6
107284377,uncharacterized LOC107284377
107284378,transforming growth factor beta receptor II
107284379,"STT3B, catalytic subunit of the oligosaccharyltransferase complex"
107287548,snake venom serine proteinase 11
107287549,snaclec trimecetin subunit beta-like
107289078,nuclear prelamin A recognition factor
107289079,septin-9-like
107289212,adrenomedullin 2
107289214,leptin
107292548,lipolysis stimulated lipoprotein receptor
107293812,eukaryotic translation initiation factor 1A domain containing
107293813,uncharacterized LOC107293813
107293816,prefoldin subunit 2
107294370,"polymerase (DNA) alpha 2, accessory subunit"
107296009,zinc finger protein like 1
107296470,LDL receptor related protein associated protein 1
107296476,vesicular glutamate transporter 1-like
107296477,zinc finger and SCAN domain-containing protein 2-like
107296700,pre-B-cell leukemia homeobox interacting protein 1
107296701,pygopus family PHD finger 2
107296703,flavin adenine dinucleotide synthetase 1
107296704,zinc finger and BTB domain containing 7B
107296705,ephrin-A1
107296706,solute carrier family 50 member 1
107296707,"ring finger protein 5, E3 ubiquitin protein ligase"
107296709,tripartite motif containing 46
107298116,transmembrane protein 176A-like
107298621,DEAH-box helicase 30
107298622,tigger transposable element-derived protein 3-like
107298623,gamma-glutamylamine cyclotransferase
107299709,protein KIAA0100-like
107299760,probable tubulin polyglutamylase TTLL9
107299945,"3-methyl-2-oxobutanoate dehydrogenase [lipoamide] kinase, mitochondrial-like"
107282170,GTP binding protein 3 (mitochondrial)
107282171,uncharacterized LOC107282171
107282172,coiled-coil domain-containing protein 158-like
107282173,paralemmin
107282175,histocompatibility (minor) HA-1
107283680,StAR related lipid transfer domain containing 7
107283681,tachykinin precursor 1
107283682,replication protein A3
107283683,neurexophilin 1
107283685,uncharacterized protein C1orf109 homolog
107283686,"UTP11, small subunit processome component homolog (S. cerevisiae)"
107283687,ribosomal protein L34
107283688,POU class 3 homeobox 1
107283689,Ras related GTP binding C
107287414,PQ-loop repeat-containing protein 1-like
107288169,PRELI domain containing 3A
107292540,family with sequence similarity 212 member B
107292541,potassium voltage-gated channel subfamily D member 3
107292542,DEAD-box helicase 20
107292543,"RAP1A, member of RAS oncogene family"
107292544,meiosis specific with OB domains
107292936,NADH:ubiquinone oxidoreductase core subunit S3
107292937,solute carrier family 22 member 18
107292938,pleckstrin homology like domain family A member 2
107292939,uncharacterized LOC107292939
107293363,vomeronasal type-2 receptor 26-like
107293814,probable RNA-binding protein EIF1AD
107293817,nitrilase 1
107294251,cilia and flagella associated protein 45
107294253,transgelin 2
107294254,cullin-associated NEDD8-dissociated protein 1-like
107294255,plexin D1
107294257,ribosomal protein L32
107294258,EF-hand calcium binding domain 12
107294259,methyl-CpG binding domain 4 DNA glycosylase
107295265,coiled-coil domain containing 97
107295266,heterogeneous nuclear ribonucleoprotein U-like 1
107295267,AXL receptor tyrosine kinase
107295612,UBX domain protein 11
107295614,brefeldin A-inhibited guanine nucleotide-exchange protein 3-like
107295954,trafficking protein particle complex 6B
107295957,protein transport protein Sec23A
107296001,mitochondrial ribosomal protein L49
107297053,UPF2 regulator of nonsense transcripts homolog (yeast)
107299516,helicase SRCAP-like
107302071,arrestin domain-containing protein 4-like
107302072,"glycogen phosphorylase, muscle form-like"
107302074,"HLA class II histocompatibility antigen, DR beta 5 chain-like"
107302075,uncharacterized LOC107302075
107302077,zinc finger protein RFP-like
107302079,cytoplasmic dynein 2 heavy chain 1-like
107302291,zinc finger protein 501-like
107302458,"Myb like, SWIRM and MPN domains 1"
107303210,TATA-box binding protein associated factor 1
107303212,"chromosome unknown open reading frame, human CXorf65"
107303213,testis expressed 11
107303214,forkhead box O4
107303216,zinc finger protein RFP-like
107303218,"solute carrier family 6 (amino acid transporter), member 14"
107303219,V-set and immunoglobulin domain containing 1
107282600,LSM12 homolog
107282602,ras-related protein Rab-18-B-like
107282603,dual specificity phosphatase 3
107282604,transmembrane protein 101
107282607,protein phosphatase 1 regulatory subunit 9B
107283530,GABA(A) receptor-associated protein like 2
107283531,zinc finger CCCH-type containing 18
107283532,cytochrome b-245 light chain
107283533,nudix hydrolase 6
107283534,ring finger protein 166
107283535,cytosolic thiouridylase subunit 2 homolog (S. pombe)
107283536,VPS9 domain containing 1
107283537,transcription factor 25 (basic helix-loop-helix)
107283538,tubulin beta 3 class III
107285560,translocation associated membrane protein 2
107285561,EF-hand domain (C-terminal) containing 1
107285562,progestin and adipoQ receptor family member VIII
107285563,"asparagine--tRNA ligase, cytoplasmic-like"
107285564,minichromosome maintenance complex component 3
107285565,"chromosome unknown open reading frame, human C8orf74"
107285566,methionine sulfoxide reductase A
107285567,SRY-box 7
107285568,"PIN2/TERF1 interacting, telomerase inhibitor 1"
107285569,XK related 6
107286830,Nedd4 family interacting protein 1
107286832,endonuclease V
107286833,glucosamine-6-phosphate deaminase 1
107286834,heat shock protein family A (Hsp70) member 4
107286835,zinc finger CCHC-type containing 10
107286836,uncharacterized protein C6orf201 homolog
107286837,claudin 12
107286838,pituitary tumor-transforming gene 1 protein-interacting protein-like
107286839,cyclin-dependent kinase 14
107288166,ribosomal protein L31
107288308,"RPTOR independent companion of MTOR, complex 2"
107288309,RNA binding motif protein 34
107290300,Sjogren syndrome antigen B
107290301,methyltransferase like 5
107290304,coiled-coil domain containing 173
107290305,peptidylprolyl isomerase G
107290306,myosin IIIB
107290307,ubiquitin protein ligase E3 component n-recognin 3 (putative)
107292003,cadherin-4
107292931,C1q and tumor necrosis factor related protein 4
107294628,UPF0705 protein C11orf49 homolog
107294629,calmodulin regulated spectrin associated protein family member 2
107295610,uncharacterized LOC107295610
107295956,"phosphorylase kinase, alpha 2 (liver)"
107297430,lamin B receptor
107299886,"tsukushi, small leucine rich proteoglycan"
107300583,apoptotic chromatin condensation inducer in the nucleus-like
107300584,serine incorporator 5
107300743,mediator of RNA polymerase II transcription subunit 19
107302163,uncharacterized LOC107302163
107302293,F-box/LRR-repeat protein 18-like
107302295,caprin-1-like
107302297,cathepsin K-like
